"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"38",35,68,22,0,66,29,46,0,0,0,0,56,39,34,0,26,0,68,0,18,70,0,32,40,66,0,0,46,38,0,0,58,0,0,55,56,42,0,53,0,49,61,30,67,0,38,0,14,32,62,0,17,0,0,0,0,10,0,0,0,0,13,51,61,0,65,40,0,0,21,56,0,62,0,68,0,0,66,63,11,33,0,33,40,43,0,0,22,21,10,53,38,0,0,0,20,54,0,0,67,0,0,25,21,0,42,40,0,0,0,59,22,0,46,0,0,0,19,52,0,0,34,0,70,0,69,44,0,49,53,57,17,59,41,67,61,10,15,0,40,0,0,68,0,35,0,45,49,45,0,19,24,0,0,23,69,24,10,0,56,35,0,40,0,0,0,61,29,0,57,0,37,58,61,0,41,0,0,0,0,37,0,0,27,0,0,68,47,0,47,34,0,0,34,28,30,38,35,28,0,0,17,36,14,15,0,65,0,0,0,35,50,66,0,50,0,29,0,43,52,0,22,0,0,0,0,20,0,22,37,48,21,0,16,0,56,57,68,52,0,0,0,48,60,37,0,0,66,35,0,17,13,44,21,53,52,0,60,66,0,23,40,23,52,21,32,21,58,64,42,57,65,0,18,33,70,30,0,42,58,30,0,0,0,58,23,35,0,0,19,53,37,18,0,0,12,0,55,27,65,0,0,28,21,0,61,20,0,0,0,34,14,0,0,46,10,13,22,50,12,11,68,0,0,55,24,65,13,35,0,38,59,0,61,0,0,0,0,0,0,0,0,25,0,49,18,0,27,0,49,53,36,0,46,47,0,0,39,0,0,40,65,0,0,19,12,53,0,56,0,13,64,12,37,0,0,0,34,35,12,0,0,31,35,45,0,37,40,41,17,0,43,64,17,0,0,58,0,10,0,14,27,32,62,0,48,57,68,46,23,46,50,50,60,24,0,0,0,0,70,16,53,0,0,0,17,0,0,0,26,0,70,32,66,0,0,57,63,42,0,0,0,42,33,70,16,22,0,0,0,43,46,49,12,0,0,61,0,0,13,33,19,32,63,0,0,28,34,0,19,0,0,0,43,58,0,23,25,0,14,0,63,65,67,48,0,38,65,10,0,62,0,41,0,65,0,12,0,46,52
"39",0,0,56,22,22,35,0,58,0,11,0,35,33,63,61,29,33,0,66,15,58,0,70,0,33,26,70,67,26,26,0,32,58,37,0,66,58,31,39,35,0,40,20,0,0,44,53,62,57,30,54,41,62,36,10,22,69,28,38,32,22,67,17,12,0,47,26,0,26,13,0,23,59,19,10,45,57,43,0,39,32,67,42,36,0,0,55,69,32,17,65,55,17,26,0,0,65,0,0,49,66,41,28,0,41,0,0,0,0,44,43,0,0,0,0,0,0,59,49,54,0,14,64,68,0,0,21,32,0,0,0,0,20,43,68,40,0,0,68,0,43,21,0,0,41,35,0,38,27,46,0,33,47,56,39,60,59,34,16,0,0,57,11,44,65,61,16,31,38,49,33,56,43,0,41,0,43,0,0,33,0,0,56,0,0,34,61,50,0,37,13,0,28,27,14,26,15,20,0,0,18,32,44,69,56,0,65,52,0,21,51,0,18,0,0,0,0,39,68,25,0,66,0,20,68,53,67,12,0,39,0,0,0,58,0,28,0,0,32,70,28,45,49,43,0,0,0,28,0,52,21,0,47,63,59,31,0,0,34,42,0,27,0,0,51,66,36,0,11,14,68,66,50,0,0,0,39,58,0,0,69,53,0,0,0,64,29,13,0,32,17,14,0,0,0,62,30,63,11,43,68,0,44,60,0,42,68,0,20,32,64,68,12,43,53,34,0,0,0,40,0,13,0,43,27,44,34,32,51,21,0,70,0,68,54,48,18,58,39,16,18,0,65,22,33,40,0,0,35,59,0,23,0,0,26,0,48,12,54,69,0,34,37,54,45,0,0,41,25,45,67,56,0,65,39,66,57,0,25,23,27,0,60,22,0,0,64,18,0,0,63,54,0,0,58,0,65,0,36,53,0,65,0,11,35,12,40,67,61,0,53,30,50,20,0,0,48,0,0,0,12,0,0,37,0,36,42,0,63,0,35,0,0,64,0,61,0,30,60,27,54,0,33,0,0,66,24,70,0,0,49,10,51,33,18,27,0,51,53,37,0,15,0,0,0,64,13,33,43,0,63,10,17,23,63,16,0,0,52,0,57,38,0,0,29,70,44,0,19,15,0,11,0,0,44,0,10,60,48,41
"40",0,25,31,52,53,29,0,0,25,36,50,0,30,36,51,0,55,28,0,0,47,0,51,0,0,33,37,0,68,55,47,0,0,0,35,23,40,53,0,60,36,38,40,0,41,15,15,66,0,0,0,16,0,0,53,67,47,0,62,0,0,47,0,67,63,21,0,30,16,32,0,47,45,26,0,65,0,70,0,63,26,16,0,48,17,64,64,0,51,0,25,22,11,29,44,0,70,0,69,22,0,40,12,0,18,0,53,0,23,49,64,17,0,68,12,18,21,34,17,61,28,0,51,27,0,0,11,0,0,62,32,0,16,0,61,0,0,37,65,42,38,64,0,0,0,28,0,62,0,50,52,0,28,19,0,16,50,41,0,19,0,47,34,55,46,69,0,14,0,15,29,67,0,47,14,0,0,54,58,55,45,30,0,57,49,40,0,0,15,20,0,61,52,36,0,0,42,53,47,37,49,24,0,17,0,57,30,44,66,0,38,42,0,52,0,38,52,51,0,67,0,67,41,27,0,0,0,46,28,0,70,0,0,48,0,0,16,0,14,50,34,66,0,0,0,11,30,0,47,0,0,60,0,0,67,0,66,12,0,0,0,0,53,65,42,0,62,0,50,60,45,67,17,29,30,15,0,0,69,42,42,26,11,50,0,65,43,40,20,63,16,0,69,49,0,25,30,0,48,0,34,26,26,0,0,0,35,14,0,0,51,38,0,0,50,0,14,0,0,0,66,0,0,0,0,0,48,0,31,11,45,0,0,68,37,35,25,0,31,33,0,47,0,40,27,23,23,30,10,45,66,0,0,0,14,46,35,0,60,0,68,0,47,0,34,62,24,0,48,28,35,0,0,35,51,53,63,0,50,44,40,0,32,61,52,0,56,0,17,0,0,0,11,59,0,0,50,42,51,42,31,0,13,51,0,21,0,40,0,22,61,36,16,67,15,24,0,0,0,0,35,46,56,0,0,47,0,0,50,0,48,22,0,13,24,64,43,31,25,59,24,60,47,68,39,45,46,27,35,44,27,0,56,0,0,69,0,21,53,0,70,56,61,65,21,0,0,0,39,0,57,0,15,0,69,51,0,44,15,11,20,43,57,0,0,57,20,32,29,51,53,31,0,61,21,33,13,52,37,0
"41",0,0,16,0,0,0,67,13,0,43,62,50,0,51,12,15,33,0,24,60,0,68,0,26,0,69,0,0,0,43,61,0,59,0,62,69,0,0,0,0,0,0,0,43,0,0,0,39,0,25,0,61,14,0,12,0,0,12,0,36,0,22,31,0,0,64,23,0,29,35,40,66,0,0,50,35,66,34,69,11,0,19,0,22,0,0,0,0,28,46,55,21,50,37,0,13,40,0,52,0,20,27,57,0,0,51,0,32,70,35,20,0,0,12,0,30,0,21,0,33,34,40,0,68,0,31,0,36,10,47,40,23,44,40,0,0,30,63,54,0,0,67,59,0,47,61,0,0,16,0,0,48,36,0,50,55,32,0,0,63,39,0,28,25,51,15,0,58,0,37,14,20,55,0,64,41,0,59,69,0,23,56,19,54,30,0,0,0,43,23,13,60,27,0,42,17,48,0,26,0,48,0,32,0,62,0,10,11,46,0,55,15,0,0,60,11,60,0,24,0,0,0,58,0,0,0,69,0,60,24,15,0,57,48,31,44,0,46,0,58,19,0,42,19,32,16,49,33,66,0,0,12,0,0,31,0,30,0,52,0,40,62,53,36,64,21,0,58,17,56,0,17,0,39,59,0,0,56,15,0,0,69,24,60,0,29,0,52,26,0,31,0,58,0,0,14,35,47,40,46,0,44,61,25,0,51,0,69,22,47,0,61,23,12,11,0,36,0,27,0,35,40,0,0,64,0,48,0,41,43,0,29,0,34,0,0,64,17,69,13,0,0,19,53,30,37,52,26,0,11,0,0,23,35,62,0,0,29,23,0,67,58,0,28,44,69,0,0,35,43,37,48,0,17,0,54,0,28,0,23,0,63,0,0,43,57,29,53,37,0,0,0,31,45,32,21,36,57,0,17,18,0,0,0,0,0,0,20,70,0,0,0,58,20,30,48,0,17,55,28,23,0,49,0,0,15,63,66,15,0,0,14,0,0,19,0,53,58,0,0,0,48,13,0,57,69,68,0,0,62,27,0,0,13,0,0,0,52,18,0,23,0,0,42,38,67,58,62,0,0,58,0,0,20,37,48,15,0,0,69,28,50,35,44,0,0,0,0,0,0,23,0,29,63,49,23,36,43,0,26
"42",0,37,69,43,0,38,0,0,21,0,13,0,28,0,51,56,54,0,60,0,0,37,27,47,66,34,0,0,24,40,0,61,22,47,47,32,0,0,36,0,40,55,0,0,58,16,0,69,60,41,43,0,0,0,11,0,68,0,65,0,0,0,57,27,0,61,47,0,0,0,27,0,28,32,0,59,62,64,22,0,0,23,55,10,0,0,0,23,35,33,0,0,0,28,14,0,52,17,41,0,21,0,12,25,0,0,0,51,0,0,0,23,40,59,31,63,40,23,35,43,0,28,54,43,0,11,56,11,0,44,41,62,0,41,53,0,0,0,0,0,0,53,68,0,22,0,16,0,33,0,19,0,0,0,0,11,49,10,0,39,41,26,17,29,0,0,49,29,18,28,0,66,23,0,40,0,21,31,18,0,0,0,0,0,50,15,0,0,0,25,35,38,33,36,0,51,47,12,0,23,0,20,48,26,34,0,0,48,61,38,14,0,0,33,45,0,29,0,16,39,0,0,0,0,54,22,0,0,18,52,13,13,0,34,42,0,49,0,68,14,0,0,0,0,36,0,26,49,12,0,0,69,0,0,0,0,21,0,48,0,0,23,36,0,0,0,12,0,18,0,0,54,0,14,0,23,0,0,57,0,22,0,69,35,68,0,60,25,11,12,25,21,35,52,13,61,34,0,55,0,27,41,24,47,0,21,54,0,40,0,0,0,48,11,59,38,0,0,0,40,64,0,54,0,40,66,0,0,37,0,37,0,57,45,16,21,42,0,0,0,64,32,0,0,24,0,32,53,50,66,60,41,61,0,48,0,0,0,57,36,51,0,0,62,18,24,52,0,66,32,50,0,49,0,0,0,46,31,0,0,53,0,37,0,0,0,0,34,0,0,0,0,0,21,0,0,0,0,0,0,42,49,42,37,13,0,15,0,0,48,0,0,0,0,0,26,16,27,19,0,0,29,54,0,0,41,58,31,0,67,0,16,30,0,66,32,27,0,66,0,0,45,42,43,0,59,25,60,52,62,0,41,17,21,0,0,0,68,30,63,0,10,33,66,0,0,0,47,58,39,70,43,0,62,0,0,0,30,52,43,62,48,47,0,32,0,23,58,15,0,58,28,19,21,29,0,0,0,48,0
"43",0,38,52,0,64,0,0,0,0,0,0,15,65,41,0,0,0,36,19,17,0,0,0,17,0,0,40,52,54,17,0,58,47,41,0,29,0,0,69,0,49,0,0,37,0,0,0,0,0,0,57,49,0,27,35,55,66,0,0,28,0,54,52,52,63,32,0,0,37,0,63,0,0,43,0,0,39,0,43,0,38,0,0,59,39,0,0,57,63,52,0,34,33,31,20,47,56,68,15,15,0,0,54,59,0,22,0,23,0,39,0,0,0,65,29,0,56,0,0,41,65,53,38,43,65,65,0,65,0,0,28,0,48,50,0,49,0,57,28,40,0,18,25,0,42,37,0,0,63,17,46,38,60,67,45,0,0,0,0,20,0,0,53,0,17,0,69,0,48,0,34,64,0,0,0,32,0,0,27,68,52,0,0,0,0,31,44,50,0,12,37,62,51,0,63,37,45,33,40,51,35,66,17,46,25,38,62,24,31,60,0,0,53,55,37,0,0,48,30,0,38,14,0,65,0,0,66,34,51,33,50,13,0,0,46,27,68,59,16,0,0,55,0,0,67,0,0,22,15,14,59,0,42,26,33,11,35,47,0,0,16,0,0,0,0,0,24,0,0,0,0,15,52,0,0,16,0,12,61,57,0,66,0,47,28,44,27,17,69,19,39,10,34,37,0,0,0,0,0,70,0,13,0,0,0,59,39,38,31,0,0,30,0,60,0,0,0,51,0,0,0,37,33,60,66,0,28,0,18,67,62,0,0,15,61,32,0,19,0,0,42,0,0,42,0,16,0,49,0,26,42,12,32,0,27,52,49,0,66,62,53,53,0,0,61,0,37,0,38,0,0,63,69,0,0,67,0,55,30,29,59,14,0,0,0,0,0,0,0,0,37,42,32,35,30,25,54,61,28,48,19,65,46,0,0,0,52,0,0,68,46,0,0,43,63,0,51,0,17,0,13,24,69,0,0,0,0,0,35,41,69,58,68,70,61,18,18,21,0,0,0,0,0,0,0,66,17,0,63,0,13,42,0,27,0,46,0,19,58,44,0,19,0,35,42,0,39,16,14,0,47,0,0,0,0,0,10,60,0,0,15,0,59,20,30,0,0,32,0,47,14,0,42,18,0,15,17,0,28,37
"44",37,44,0,31,64,52,0,38,0,51,0,0,0,35,42,0,0,0,25,48,0,0,0,0,14,66,55,42,59,13,60,0,70,23,28,60,0,0,19,32,17,0,0,0,0,29,0,0,0,0,28,46,57,0,0,0,41,67,13,56,0,57,30,62,21,34,20,24,0,40,53,65,17,45,20,65,23,0,0,59,0,25,65,0,23,33,27,21,0,0,67,29,0,65,0,0,52,17,66,0,31,42,0,31,0,28,25,0,18,0,0,27,0,47,53,51,42,51,69,37,56,0,0,14,62,0,39,22,0,43,0,16,22,44,29,66,37,66,43,0,0,41,58,0,39,48,0,0,56,23,0,0,0,0,66,25,0,62,0,49,32,62,0,49,33,15,33,22,24,0,62,0,0,0,0,0,22,49,0,42,24,0,29,64,55,0,42,67,0,0,0,61,0,17,0,21,44,37,25,48,41,44,17,12,0,0,0,10,0,0,0,56,14,69,29,27,23,0,47,31,35,0,46,13,0,24,0,0,56,37,49,62,0,0,47,0,0,0,0,0,37,67,50,0,54,0,0,23,43,0,29,16,39,0,0,0,21,37,0,0,0,66,54,0,28,28,44,0,0,28,0,47,0,0,0,0,12,13,14,0,41,66,57,0,67,0,20,0,0,0,0,0,34,0,61,29,45,0,0,0,0,39,0,19,20,0,28,17,16,0,0,0,0,0,65,38,46,0,0,62,44,0,0,0,68,31,64,43,20,0,12,0,0,25,16,70,0,0,28,0,54,67,19,54,37,0,65,0,0,47,0,29,0,0,21,17,0,0,0,50,43,0,68,0,0,67,47,0,62,0,18,62,0,29,40,54,64,45,48,0,0,0,11,47,57,45,62,0,0,69,0,0,67,59,0,34,63,50,27,36,0,28,12,56,20,0,35,69,0,38,0,57,35,21,30,37,0,0,62,0,37,0,0,0,0,0,0,0,44,47,0,0,65,54,0,37,0,19,57,30,66,51,0,56,0,19,18,35,0,35,0,36,43,49,0,66,67,0,40,10,0,0,29,0,0,52,41,0,31,69,0,0,56,12,13,0,27,35,41,0,0,61,69,31,60,0,0,16,0,44,19,40,60,0,11,12,31,45,0,0
"45",0,13,58,24,24,65,14,53,24,65,54,31,0,49,0,0,60,13,0,0,27,29,0,58,18,0,16,11,0,34,0,23,27,0,0,65,13,41,56,37,12,48,63,37,45,0,25,0,16,0,42,43,18,69,0,30,0,0,48,29,17,57,0,51,0,22,48,17,60,45,62,0,14,0,45,40,60,0,0,0,0,11,21,58,0,0,0,0,58,56,41,46,69,0,59,23,0,51,0,0,30,52,31,0,0,0,0,68,51,16,64,43,24,55,0,66,52,0,42,56,0,0,29,14,12,53,28,45,27,48,0,30,0,54,43,14,39,0,0,0,55,18,48,22,0,30,0,47,0,0,0,0,64,13,19,0,31,0,20,57,0,17,0,0,17,10,51,30,35,0,0,0,0,23,65,67,0,61,32,25,0,19,58,0,55,12,41,29,12,12,0,31,0,0,30,44,0,0,23,0,0,0,0,38,20,64,44,18,23,23,48,0,23,14,0,56,51,17,56,0,0,0,38,31,54,49,0,48,59,0,46,58,56,0,0,0,31,0,19,13,36,0,23,19,0,0,0,0,41,35,0,0,43,41,51,22,53,18,0,15,24,0,0,13,69,0,22,38,0,0,0,0,17,27,0,54,0,0,63,57,60,19,39,0,52,10,63,0,34,0,38,26,0,42,15,57,0,52,68,0,66,27,28,33,56,0,0,50,18,34,0,14,68,20,0,0,34,0,55,0,14,20,0,26,0,0,17,69,0,22,0,20,0,0,0,0,0,45,54,34,0,0,0,59,25,47,0,43,29,0,38,40,34,0,0,0,0,36,0,16,15,15,62,45,0,0,28,49,46,0,0,0,52,0,0,0,65,0,20,10,0,25,36,0,0,0,0,35,17,50,0,16,35,0,44,28,0,56,0,46,0,68,0,69,35,29,20,0,0,33,49,32,44,0,69,0,0,0,0,0,41,69,0,0,26,54,0,0,0,0,0,0,50,57,0,0,29,0,0,67,18,40,68,17,19,0,0,29,0,21,0,33,13,12,0,35,0,30,0,0,0,0,32,0,0,21,0,0,28,22,47,0,0,22,0,21,16,0,0,0,21,20,18,61,0,0,15,43,0,54,0,0,0,40,0,0,0,20,60,19
"46",42,66,13,0,0,35,0,0,68,45,11,10,0,61,58,61,17,24,37,50,0,37,12,0,0,23,0,0,24,62,63,44,23,0,0,0,39,0,23,68,0,0,39,43,0,0,67,0,0,33,0,69,0,0,0,36,17,63,0,39,12,39,25,12,0,0,63,24,32,57,38,16,60,0,0,28,0,69,33,20,50,57,64,0,0,0,41,0,0,0,10,61,0,56,39,51,69,61,54,0,28,14,0,51,47,0,0,0,0,0,35,0,0,0,0,0,16,0,0,55,63,16,18,18,22,46,23,24,46,26,42,0,67,23,14,30,11,60,66,13,30,0,45,0,54,0,0,41,0,14,53,12,10,66,26,68,64,15,65,0,13,0,0,43,14,0,0,65,40,16,0,13,30,0,0,0,32,0,0,19,21,12,59,60,0,0,0,0,38,22,64,12,0,12,39,0,68,56,0,38,62,51,53,40,28,0,61,0,0,0,0,0,58,45,37,23,63,0,0,0,0,18,0,32,11,11,40,0,16,40,0,0,0,44,60,33,41,0,67,10,0,36,0,0,57,68,0,0,59,12,59,0,48,16,0,40,0,52,0,65,0,0,42,0,11,44,0,0,48,49,43,0,0,47,0,0,0,48,0,0,70,0,23,0,0,0,0,0,14,43,0,26,0,26,65,0,44,0,63,26,0,0,0,0,29,0,41,35,0,32,59,0,0,0,68,35,0,11,0,0,0,0,47,0,59,45,0,24,59,29,0,0,0,0,16,0,52,66,0,0,0,42,31,16,0,0,45,24,28,0,0,0,51,15,28,0,0,65,56,0,0,0,0,52,20,49,45,11,0,24,22,0,0,38,49,0,61,68,56,0,60,11,14,15,0,0,0,56,32,19,0,0,51,69,12,42,39,0,44,0,48,21,0,0,66,20,0,0,0,60,0,0,45,23,29,0,0,0,38,0,16,18,0,0,34,64,17,0,15,0,60,0,0,68,36,63,26,42,20,52,51,0,0,69,41,0,28,0,0,62,25,37,0,36,68,0,0,59,19,0,32,0,0,0,42,21,0,38,28,0,0,66,0,0,36,39,48,18,30,0,25,44,16,44,0,0,0,34,14,68,0,22,0,37,16,0,25,50,0,0
"47",0,64,53,13,0,42,23,25,61,0,42,28,27,15,17,46,31,14,64,0,12,0,0,58,0,26,0,0,50,0,32,41,0,0,66,10,66,23,0,54,39,0,0,31,42,47,0,0,30,0,0,10,15,28,43,58,57,0,40,0,56,39,15,22,0,47,0,0,0,0,68,0,0,67,36,37,41,58,0,0,27,57,66,0,0,41,31,0,15,0,0,0,69,20,65,50,0,25,16,11,15,0,47,0,0,0,0,0,62,0,0,29,0,66,12,0,53,49,0,0,18,69,39,25,0,0,14,62,61,0,36,67,0,0,52,46,23,42,11,0,0,13,0,42,13,0,0,0,0,0,0,0,0,0,34,66,39,0,46,24,0,69,54,68,52,0,11,25,0,0,15,0,55,64,63,33,62,49,33,0,0,67,0,0,43,0,51,0,18,14,14,0,0,0,0,0,0,0,0,0,52,0,50,21,55,11,34,28,50,44,62,0,41,26,45,57,0,0,29,24,57,0,0,0,0,66,35,50,31,68,0,35,0,0,0,52,54,0,64,12,0,0,0,47,47,0,0,0,19,32,34,66,42,0,11,24,42,32,0,0,30,25,0,0,0,0,44,0,0,31,39,27,69,0,0,67,0,52,41,0,42,0,11,50,44,0,0,0,26,0,30,47,21,0,54,64,0,62,0,14,0,0,20,59,0,29,15,27,0,0,0,0,37,0,42,16,15,60,52,36,0,56,0,0,16,0,42,63,37,53,61,0,63,23,35,48,55,35,66,52,69,21,34,0,12,26,0,19,0,0,21,0,0,31,25,0,0,50,21,65,50,62,0,0,34,17,0,0,32,62,30,0,0,27,24,0,30,62,24,39,0,0,67,0,0,52,62,37,0,11,62,0,0,13,61,10,33,0,0,35,25,30,58,0,0,0,0,62,52,0,20,42,66,0,12,28,0,66,0,12,0,0,43,0,25,47,49,0,0,24,0,0,0,65,44,18,0,42,52,0,23,0,22,27,69,42,37,0,0,47,67,0,21,65,49,27,44,0,54,61,20,63,20,52,59,62,0,0,0,50,36,19,38,33,27,0,0,60,0,13,0,32,0,0,18,65,12,14,43,0,0,0,0,0,0,14,35,0,65,68
"48",21,22,26,0,59,56,24,64,52,0,26,30,0,0,54,0,32,32,48,25,66,12,0,13,23,16,0,0,26,50,65,16,29,51,44,0,61,28,53,32,24,50,48,0,50,49,0,64,0,69,43,19,0,58,10,62,0,18,0,26,0,42,49,0,0,30,15,16,22,37,0,29,36,0,31,40,57,0,0,0,33,29,55,0,60,0,39,0,33,0,0,0,0,0,22,18,23,17,60,0,0,0,0,0,0,65,0,60,36,33,0,62,11,54,0,0,57,0,18,34,0,49,17,59,0,0,0,0,0,0,13,15,49,0,31,0,0,62,53,0,51,16,32,0,0,56,28,25,67,32,29,0,18,13,57,24,32,0,33,62,51,14,0,50,0,0,20,11,68,36,17,0,18,0,68,0,0,0,0,0,56,0,0,0,33,66,66,0,62,0,0,58,68,0,0,20,0,32,47,47,28,33,0,0,0,69,0,26,0,0,0,13,15,0,36,56,0,0,0,37,0,0,0,0,0,0,15,31,0,69,11,51,0,0,29,57,0,69,15,0,0,53,37,0,0,30,46,41,64,0,0,51,65,65,64,35,33,0,25,52,0,0,0,27,0,0,63,0,0,0,0,0,29,67,25,62,0,23,15,29,0,47,0,17,46,30,12,69,31,0,0,65,0,34,0,30,63,47,0,46,62,56,24,0,0,0,40,54,48,0,0,45,20,0,11,18,43,28,11,22,53,59,0,30,0,50,0,69,39,10,48,62,32,0,0,28,0,48,14,17,63,0,0,61,12,0,26,0,0,61,69,0,21,27,16,0,68,14,0,43,0,28,65,33,0,0,0,59,0,0,0,32,0,26,35,0,27,0,0,65,53,62,0,48,0,43,59,51,24,60,0,17,39,12,61,13,0,55,41,20,46,62,0,52,64,0,0,0,47,0,0,0,16,16,67,0,0,25,29,0,60,50,24,0,15,0,57,24,28,37,18,0,61,46,64,58,0,13,28,0,15,70,55,53,27,0,0,34,0,56,0,0,65,0,0,53,0,0,14,0,0,0,39,42,0,0,51,67,0,40,0,0,47,56,16,55,26,30,56,45,0,40,0,0,0,23,0,0,55,0,26,22,0,39,22,0,33,63,0,56
"49",30,45,33,49,62,0,0,67,29,23,47,35,0,66,30,64,42,37,0,0,42,0,31,0,0,66,29,23,40,0,40,58,21,0,0,70,24,21,0,21,0,0,0,57,0,70,63,68,0,0,0,46,14,0,32,55,0,53,0,33,0,48,18,12,26,29,37,0,57,0,0,48,57,0,17,0,0,26,0,0,0,56,34,0,51,0,60,64,0,21,54,0,68,0,0,59,0,68,0,51,16,0,14,0,12,38,47,54,42,17,0,43,49,0,13,53,15,0,64,0,58,0,0,0,31,10,46,56,36,44,26,28,64,61,54,38,63,37,61,0,0,55,35,0,0,12,14,0,34,57,0,0,36,0,58,52,28,38,0,39,68,0,0,0,13,0,30,14,59,18,22,0,17,34,45,0,0,49,69,0,55,53,58,40,10,0,18,0,12,29,0,55,40,54,65,34,62,36,16,0,66,36,66,55,42,0,26,55,0,16,0,64,25,33,17,10,42,66,15,0,32,61,0,67,29,21,0,62,0,0,69,68,0,0,0,0,0,0,37,41,48,65,51,0,0,57,0,49,36,10,0,0,0,44,15,52,66,69,36,46,0,0,44,0,52,0,61,56,0,0,0,0,29,0,0,0,0,33,40,61,0,17,36,0,28,45,59,55,36,21,0,0,0,0,0,44,52,0,0,0,23,0,10,0,25,24,53,0,37,0,0,0,15,39,15,12,18,57,0,0,28,0,44,43,61,57,0,38,0,15,43,50,56,57,47,0,42,0,0,0,0,31,0,0,67,44,0,0,0,60,0,36,18,59,0,44,53,0,0,17,0,0,0,0,0,58,0,0,15,0,69,29,58,67,0,0,0,68,59,26,28,68,54,59,0,29,0,13,37,47,62,22,46,46,51,0,22,25,52,48,0,0,28,0,0,57,28,0,58,38,0,56,29,43,0,0,58,29,0,58,58,0,52,0,54,0,17,58,0,66,22,0,23,13,0,49,25,0,28,28,45,32,53,19,0,66,0,36,32,30,0,46,0,60,15,15,54,39,0,45,0,33,0,33,0,69,0,0,0,56,0,29,0,0,48,0,21,0,0,63,68,43,0,25,59,0,0,26,45,0,0,46,45,0,0,0,0,15,0,0
